# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,9.85,4.59,4.962408411782625,0,3.0,-0.14977576834343342,180.0,0.0,0.09331237955052085
 0.07615304304528057,9.858666322459014,4.59075247582786,4.962408411782625,0.2284591291358417,3.0,-0.14977576834343342,-179.99289397834343,-2.3661374104546424,0.6754976997846639
 0.10771043081025647,9.867338049491217,4.591494035818877,4.887739296015692,0.32313129243076943,3.0000000000000013,-0.14819792127983059,-179.97157703549698,-3.0515667344698247,1.466555982091029
 0.13193350737724477,9.876014705704037,4.5922247427932845,4.813820961357355,0.3958005221317344,3.000000000000002,-0.14665471656400395,-179.936052537653,-3.5825265912569946,2.4343490365590292
 0.1523605054636521,9.884695815704903,4.592944659571318,4.740640697533245,0.4570815163909564,3.0000000000000013,-0.14514538237733626,-179.88632609454157,-4.025027828710946,3.550937171934476
 0.17036153812126184,9.893380904101244,4.593653848973211,4.6681860401408315,0.5110846143637856,2.9999999999999987,-0.1436691712410869,-179.82240555854446,-4.4073842491224635,4.798307427234847
 0.18663905603224318,9.902069495500486,4.594352373819201,4.596444764085163,0.5599171680967296,3.0000000000000018,-0.14222536009459405,-179.74430102345525,-4.745122358945274,6.163605842525914
 0.20161019515555742,9.91076111451006,4.595040296929523,4.525404877092245,0.6048305854666723,2.9999999999999982,-0.1408132487709444,-179.65202482288552,-5.04793761407999,7.637052147190461
 0.21554663195305565,9.919455285737392,4.595717681124411,4.455054613575905,0.646639895859167,3.0,-0.13943215931339414,-179.545591528317,-5.3224054918261015,9.210870763692126
 0.22863698840355945,9.928151533789912,4.596384589224099,4.385382428513783,0.6859109652106784,2.999999999999998,-0.13808143543020718,-179.42501794680075,-5.573250392363894,10.878679117788126
 0.2410185309639516,9.936849383275044,4.597041084048825,4.316376991581007,0.7230555928918548,3.0,-0.1367604422490033,-179.290323118303,-5.804015116511559,12.63510898331117
 0.25279482872291154,9.94554835880022,4.597687228418822,4.248027181371461,0.7583844861687348,3.0000000000000093,-0.13546856484586875,-179.14152831269863,-6.017445655765914,14.475557848205474
 0.26404629743964775,9.95424798497287,4.598323085154325,4.180322079820951,0.7921388923189434,3.0,-0.13420520842646266,-178.97865702641224,-6.215727153946201,16.39601799441391
 0.2748368471794915,9.962947786400418,4.59894871707557,4.113250966796998,0.8245105415384747,3.00000000000001,-0.13296979743788567,-178.80173497870814,-6.40063616982601,18.3929546075522
 0.2852182608867428,9.971647287690294,4.59956418700279,4.046803314728438,0.8556547826602285,2.9999999999999893,-0.13176177496734048,-178.61079010762845,-6.573643034892033,20.463216198554395
 0.29523318425255063,9.980346013449925,4.600169557756224,3.9809687834998173,0.8856995527576521,3.0000000000000053,-0.1305806021256776,-178.40585256558197,-6.73598308052931,22.60396710016889
 0.30491722997911325,9.98904348828674,4.600764892156103,3.915737215334619,0.91475168993734,3.0000000000000058,-0.12942575789942032,-178.1869547145822,-6.88870760110974,24.812635506290295
 0.31430049736261156,9.997739236808167,4.601350253022664,3.8510986299866694,0.942901492087835,3.0000000000000058,-0.12829673852174114,-177.9541311211374,-7.032721278229684,27.086872740577867
 0.3234086942633145,10.006432783621635,4.601925703176142,3.7870432198367903,0.9702260827899437,2.999999999999994,-0.12719305665841468,-177.70741855079194,-7.168810186662336,29.42452081951991
 0.3322639816635567,10.015123653334573,4.602491305436772,3.723561345316111,0.9967919449906703,2.9999999999999876,-0.1261142412289155,-177.44685596232068,-7.297663211511889,31.82358626191109
 0.34088562029616726,10.023811370554407,4.603047122624789,3.6606435302439593,1.0226568608885018,2.999999999999987,-0.12505983740099164,-177.17248450157678,-7.419888627173872,34.28221868287246
 0.3492904732389579,10.032495459888565,4.6035932175604275,3.598280457480678,1.0478714197168737,2.9999999999999933,-0.12402940557987367,-176.88434749499464,-7.536027192385539,36.79869310875239
 0.35749340184174316,10.041175445944477,4.604129653063923,3.5364629644728915,1.0724802055252294,2.9999999999999867,-0.12302252120953665,-176.58249044274774,-7.646562555085531,39.37139522431644
 0.36550758141008766,10.049850853329572,4.604656491955512,3.475182039075857,1.0965227442302627,2.9999999999999862,-0.12203877422904472,-176.2669610115638,-7.7519296826964785,41.99880895956999
 0.37334475566621494,10.058521206651273,4.605173797055426,3.414428815331319,1.1200342669986447,3.000000000000014,-0.12107776973461964,-175.93780902719786,-7.852521701953266,44.67950596333222
 0.38101544389887637,10.067186030517014,4.605681631183904,3.354194569515428,1.143046331696629,3.000000000000007,-0.1201391258644902,-175.5950864665638,-7.948695586434803,47.41213661406813
 0.38852911112582605,10.07584484953422,4.606180057161178,3.294470715990633,1.1655873333774782,3.0000000000000147,-0.11922247478225961,-175.23884744952701,-8.040776806315508,50.19542229408562
 0.39589430903178663,10.084497188310323,4.6066691378074855,3.2352488034944615,1.18768292709536,3.0,-0.11832746246854448,-174.8691482303578,-8.129063301806799,53.028148711233335
 0.40311879358989067,10.093142571452745,4.60714893594306,3.1765205111987083,1.2093563807696721,3.0000000000000075,-0.11745374778115247,-174.48604718884866,-8.213828777479671,55.90916009544625
 0.41020962391316507,10.10178052356892,4.607619514388136,3.1182776450331713,1.2306288717394953,3.0,-0.116601002203848,-174.08960482109507,-8.295325525260242,58.83735413146179
 0.4171732458706888,10.110410569266273,4.608080935962951,3.060512134060662,1.2515197376120666,3.0,-0.11576890996138985,-173.67988372994262,-8.373786855584282,61.81167751470025
 0.42401556324252887,10.11903223315223,4.608533263487738,3.0032160267906116,1.2720466897275868,3.0000000000000164,-0.11495716796246663,-173.2569486151012,-8.449429144905901,64.83112203823667
 0.43074199860972323,10.127645039834226,4.608976559782732,2.946381487757714,1.29222599582917,3.0000000000000084,-0.11416548498844314,-172.82086626292832,-8.522453651662968,67.89472113527192
 0.43735754573231694,10.136248513919684,4.60941088766817,2.8900007940250165,1.312072637196951,3.0,-0.11339358179807987,-172.37170553588257,-8.593048072393739,71.0015468133041
 0.4438668148254006,10.144842180016035,4.609836309964285,2.8340663317920023,1.331600444476202,2.9999999999999916,-0.11264119085881945,-171.9095373616496,-8.661387907224666,74.15070692842846
